,Latitude,Longitude
0,13.043891101315129,77.67509791913128
1,13.056305720657388,77.6598286934753
2,12.883403248213877,77.62404962062875
3,13.025672180844548,77.65924305692059
4,13.007107645583162,77.6044931809199
5,12.969535232852664,77.55731969714641
6,12.888465032973473,77.57013085697464
7,12.902180072639522,77.6363121025273
8,12.96005758703781,77.64340776934884
9,13.045251065613925,77.61866505511651
10,13.037963221318755,77.68879295071419
11,12.902201969778593,77.4927812603654
12,13.025212765228641,77.63713803813089
13,12.860807967526824,77.56538972406685
14,12.940710660262743,77.55752320035974
15,13.019079803974861,77.55296308568734
16,13.006903939252375,77.64694475774088
17,12.975687885773064,77.61693524515411
18,12.918007526124118,77.64175729116477
19,12.976520317237389,77.59798121285452
20,13.046413083689306,77.53298092261934
21,12.963662764767989,77.67678853549069
22,13.007903144691161,77.55698369318361
23,13.020006080962789,77.6183328645916
24,12.94051658085859,77.54634058111633
25,12.998867962141796,77.6459751260986
26,13.006032244173886,77.53621736261141
27,12.903167699660312,77.60008530042865
28,12.920768161016538,77.63829606472277
29,12.974929376356238,77.66203997800288
30,13.014595664855976,77.68786631994983
31,13.017618082495504,77.50236097639352
32,12.920117027246857,77.66552784474088
33,12.923674542781697,77.57414976233115
34,12.945244970505028,77.51363054848439
35,12.944317011891096,77.57579760647613
36,13.036505711059968,77.70667195045978
37,12.923199274337941,77.68518948200031
38,12.988185676550897,77.65729171945712
39,12.89949804501124,77.62524195206748
40,13.029637168217159,77.60656714944449
41,12.950152756367526,77.63637164553442
42,12.96669595527063,77.64910780629926
43,13.01784647172867,77.53195825077009
44,12.954224527674238,77.67266247856568
45,13.048646218889868,77.67183595796831
46,12.917828567895404,77.52547235947293
47,13.036198222053388,77.52669828694827
48,13.015795487120359,77.50191259508169
49,13.05054582283835,77.68819734388393
50,12.941500489374803,77.6018237725577
51,12.942687078559121,77.53261734961885
52,12.943485139082659,77.5053784559143
53,13.004970029589115,77.61782889117363
54,12.967184071921386,77.62839973258443
55,12.911294696422605,77.62568405232273
56,13.027981920603123,77.61793501416426
57,12.891535221041467,77.55355021088431
58,12.888635482644807,77.5990521028739
59,13.056478726413259,77.6744712358051
60,13.004159277598319,77.58565780766044
61,13.004870812590266,77.6311089085867
62,12.965636938225703,77.64221774233144
63,12.966391397513197,77.55794530605687
64,12.988790257677824,77.64028400661398
65,13.022013591702445,77.69345460007456
66,12.913974770138164,77.50300133569459
67,12.917143602485336,77.53101775151706
68,13.01944700320796,77.50787930165687
69,13.012703540089035,77.57393046567474
70,12.966381868692004,77.68018427737883
71,13.032650327722568,77.5568481578116
72,13.02562776296563,77.6875442001519
73,13.04702197054486,77.5265077585036
74,12.941188145398806,77.55367049541015
75,12.996825457932097,77.69230031355559
76,13.003914862306257,77.51562697733796
77,12.966755174823797,77.671955651919
78,13.036219873293875,77.60125454896954
79,12.993072562769424,77.63004403951645
80,13.048308076406158,77.67745788024355
81,13.004625313329868,77.6191196428701
82,12.979546558223065,77.59546971185897
83,13.043295785629166,77.68340100797872
84,13.002234781861565,77.67909144886723
85,13.013702233876153,77.58310190466459
86,12.901884513121354,77.61805604033022
87,12.993705899448871,77.65421874339872
88,12.918411510982992,77.64717624937718
89,12.96384287336644,77.51815936533369
90,12.920326591443866,77.54571918931784
91,12.91113571164235,77.54209270375756
92,12.979527091214614,77.55586583196117
93,13.028162686313054,77.51942958077744
94,12.959834401440549,77.67322527513562
95,12.95881588597402,77.54937192605468
96,13.002827458983365,77.60139636673784
97,13.006943027361286,77.64432480533279
98,13.030303801038738,77.60766885079411
99,12.996839457881668,77.59889767890982
100,12.952095446068371,77.57116641029282
101,13.016110532014379,77.67782633015264
102,12.967562698769642,77.55692625713039
103,13.014710327341529,77.52738287109075
104,12.97326574661065,77.66642312232267
105,13.006335827491563,77.51816450677147
106,12.971084290018014,77.60352789118886
107,12.906024690029977,77.57742055476288
108,12.94168289772934,77.58630843330118
109,13.01535798298157,77.50654398231194
110,12.912013494833873,77.5786512849127
111,13.019020808287765,77.63460525946927
112,13.043488956485438,77.51548219272283
113,12.987515709420677,77.63298504404999
114,12.861202418509158,77.56036272794304
115,12.920532952079336,77.52454373144715
116,13.017802787050014,77.62103975312264
117,12.930670596184864,77.62222650385606
118,12.887733571119732,77.57569568205233
119,12.918501484692078,77.56724584218821
120,12.995461668709954,77.67847965210348
121,12.885213465938445,77.58455410471409
122,13.00538818065445,77.5129459500263
123,13.04765200188746,77.52799145405173
124,13.053335705708774,77.65273985427297
125,12.953640021245098,77.65019737288362
126,13.017478177713976,77.57300262012046
127,12.95708711576309,77.59334422402468
128,12.943289322917687,77.53815095711516
129,12.943564438278571,77.62841601228253
130,13.022000501383964,77.57299758771696
131,12.88272404544363,77.6290492250454
132,12.948733186307031,77.67566211613419
133,12.866153809215472,77.57636431035026
134,12.971108120898299,77.56706292223144
135,12.91270972587602,77.65062728319144
136,13.039021791541266,77.61759975488863
137,12.985270381213429,77.57388348482698
138,13.04840798687994,77.62232518724117
139,13.032848815421643,77.66443547157192
140,12.994505754601445,77.51698571620902
141,12.957651889767854,77.58573307397454
142,12.975736930118943,77.647040080355
143,12.933857784592888,77.63305973436815
144,12.931070684393939,77.63933248491239
145,13.024345695782818,77.59812359949902
146,13.041918220629505,77.50409432979839
147,12.932973912774193,77.61084704606135
148,13.014329289723756,77.61472225427197
149,12.994388482651132,77.56925807626384
150,12.961815924027924,77.65475087877908
151,12.923557168471195,77.53159268334939
152,12.967131816088267,77.54554364867212
153,12.869268127381126,77.602680353658
154,12.948055654497805,77.51842188590076
155,12.926641652012652,77.68176748633776
156,12.879355206193091,77.60865212583565
157,13.02912847429312,77.64403753949013
158,13.046906945986787,77.50977584479222
159,12.951539184922774,77.66235248302011
160,12.948852796402274,77.54057418058913
161,12.891938420133332,77.64996260770393
162,12.996993617633397,77.56223714342201
163,12.992316028948881,77.62944342016814
164,12.983574851974584,77.67944045117324
165,12.981192265053625,77.56363096805336
166,13.00006060048744,77.63265404020858
167,13.020628915662025,77.52494491370096
168,12.960998766912594,77.52786428585442
169,12.960135919183077,77.69466898231282
170,13.03471542595021,77.60933070462522
171,12.964171423396442,77.5575322022909
172,12.977037722246951,77.51269622315957
173,13.012658402286485,77.54434116502465
174,12.967177186493632,77.52716747112557
175,13.02192569459457,77.64019055290247
176,12.992544383007791,77.58686046432581
177,12.922306158620046,77.65385458200414
178,13.003965215443776,77.60256380500849
179,12.920000968864903,77.56251955995833
180,12.903843761690359,77.5608839768728
181,12.958957962926844,77.56506458684402
182,12.951607672522808,77.58738794150997
183,12.94384649240787,77.52210639323779
184,12.931248358893631,77.64224038717992
185,12.990879781142553,77.5771224287461
186,13.008151027196385,77.63086590747244
187,13.01539429180523,77.56729864812907
188,13.019562977612516,77.61049872379239
189,13.02122975278584,77.60429394603968
190,12.999165401267556,77.63684451631843
191,12.871912177018489,77.56947620054802
192,13.008828904711578,77.50850274601743
193,12.993318824459411,77.65885050931
194,12.976977266904704,77.60616726159107
195,12.980088187038723,77.69175752378516
196,12.893429334211667,77.58907497066855
197,12.983551687902583,77.60229352775976
198,13.017048630017573,77.6852971022746
199,13.03144004069975,77.62067905741029
0,28.56878303491785,77.28102737144252
1,28.61278619066309,77.11979369569592
2,28.715767288521658,77.24325495553869
3,28.50055138789856,77.25574921419646
4,28.56206545230226,77.24234966698315
5,28.61837620376281,77.29286661189256
6,28.668767848850905,77.21147837829442
7,28.655883687136285,77.26645649217417
8,28.512848746247098,77.22857527786726
9,28.64966980741624,77.12716976200727
10,28.58728953918236,77.10114598118213
11,28.646707895565736,77.17386877595854
12,28.573102639170152,77.21920834488542
13,28.500828513471586,77.24960889595825
14,28.539523225490246,77.18236277868716
15,28.58940467050435,77.28563442285915
16,28.60830646939131,77.27313850801217
17,28.57005152884319,77.25373061885145
18,28.634263929603108,77.259176530738
19,28.616391566872856,77.21517314769702
20,28.609024186756354,77.19923723342636
21,28.677847229265574,77.12188343147498
22,28.667714667189426,77.28687847843054
23,28.61514303790442,77.20371138052646
24,28.68267706338348,77.18882730356889
25,28.621453967690805,77.16781655100831
26,28.69291438536236,77.16336505247702
27,28.594044598031832,77.23656678769812
28,28.581145811654626,77.11307324689245
29,28.701767945465875,77.2534615952204
30,28.559657263616167,77.1891023167599
31,28.60045042103056,77.15153799205623
32,28.63393332962972,77.23288673935862
33,28.670055351294586,77.29549210813902
34,28.590682694321615,77.17905475836005
35,28.616889941164523,77.08225807809843
36,28.566741628445705,77.15990582503588
37,28.640529751362752,77.28277673240926
38,28.66829497085922,77.12094587705782
39,28.624467010496897,77.11905155367826
40,28.618139087448267,77.31168133140203
41,28.653527856510934,77.20186088221743
42,28.735431334142927,77.20690559994117
43,28.629796631041405,77.16345711115743
44,28.62359218305948,77.24865840193367
45,28.64383692005725,77.23539264724995
46,28.633318999213202,77.1534676506925
47,28.678109400548493,77.14905066186401
48,28.620822198226232,77.08207539430045
49,28.70224818777995,77.14288362297586
50,28.551480561743663,77.24785479218771
51,28.66699241862815,77.28242046987573
52,28.66487796946323,77.1958527270857
53,28.6320773439766,77.27309643454136
54,28.591252606612333,77.16509500122176
55,28.499119718031995,77.2669861456374
56,28.497229173349748,77.24841025249636
57,28.559331148883423,77.17618807180997
58,28.640822292021234,77.1336091129199
59,28.624301282372134,77.1449157736261
60,28.720861778404732,77.2091712183217
61,28.53479886000918,77.26125486172396
62,28.484505775811197,77.27076095496702
63,28.491242556718422,77.26811191368981
64,28.578797052872645,77.11356185222418
65,28.660751067916646,77.2448020441285
66,28.59752765997017,77.12001804072544
67,28.69816371926144,77.22707441349348
68,28.570639695369024,77.199686475074
69,28.638959658397397,77.29268276991024
70,28.61263498614945,77.15922569294597
71,28.503808228750486,77.2002346901871
72,28.597551628409555,77.1171932176906
73,28.69636250728514,77.22612317138082
74,28.69246214685995,77.24295748050332
75,28.70050766296481,77.18023424606902
76,28.61629623655508,77.33879041168201
77,28.61134259018965,77.24121075624541
78,28.665372229374025,77.24110463383181
79,28.574014892614425,77.22133327679863
80,28.65002656087708,77.28989951986529
81,28.68010580234675,77.1462524634485
82,28.546832024570836,77.19197733223731
83,28.601014377058902,77.14708143727434
84,28.705807275262647,77.19777369287064
85,28.644715882584542,77.26571540564467
86,28.588297496810856,77.30392544263312
87,28.585983806609555,77.27084006818875
88,28.593821325764623,77.27133249838391
89,28.62934846605547,77.14072736282887
90,28.528401937844496,77.16699104594659
91,28.54172778200348,77.22806619957969
92,28.59298329097575,77.13470010108924
93,28.586252275405666,77.3249108098525
94,28.554435102111942,77.24120149322954
95,28.7254257710346,77.19002250317521
96,28.613544764197922,77.1164097215513
97,28.634778775692904,77.25335341882958
98,28.57574474189227,77.14673252386982
99,28.596987559464925,77.22403608750602
100,28.64744140683897,77.2388553610128
101,28.64966379531411,77.26173826316702
102,28.624518832660627,77.26037461851317
103,28.750026008878496,77.19030310202483
104,28.681935780668905,77.12630198228462
105,28.607859063536402,77.10698557567582
106,28.722286014953,77.20577599881041
107,28.636962649703484,77.18157041142977
108,28.57609470081118,77.17735168389753
109,28.61991818616968,77.23074950502267
110,28.620978064486838,77.0690191866249
111,28.61384556263512,77.19416598463889
112,28.65116404363657,77.30026761496147
113,28.622851062052035,77.3079610613174
114,28.62718897812212,77.06582201299223
115,28.65247026524684,77.07847591651884
116,28.59286345676434,77.16539903721441
117,28.62589905093403,77.28755559564163
118,28.57546875216042,77.276892336784
119,28.55784351637434,77.22864504199534
120,28.62899783213411,77.21587553016532
121,28.525069754182393,77.24475554314793
122,28.588954637184436,77.16282462803738
123,28.67858411611533,77.13840130971917
124,28.61687703786744,77.28615340908665
125,28.602015371430547,77.14679526343046
126,28.600477868970255,77.14742288251414
127,28.622410024946017,77.25945499169967
128,28.6052023705039,77.24662808573575
129,28.656473502987165,77.28610106857892
130,28.659635165830537,77.09357105818492
131,28.71209445372361,77.23141967108725
132,28.558926102686595,77.17355764024752
133,28.637600175649748,77.10587769874832
134,28.601143305277514,77.10113098637588
135,28.61248200950367,77.26216278684574
136,28.533661542080647,77.27379440603006
137,28.706811521977485,77.3075859158215
138,28.596189262754724,77.19013716203948
139,28.695268350103586,77.12475790834159
140,28.6236097382658,77.09142359317767
141,28.61568258732263,77.24777854416854
142,28.499017480731048,77.27258055375464
143,28.669205393606447,77.24699743707616
144,28.681160658574914,77.17933906092246
145,28.63103461390975,77.10478852673717
146,28.65280271670301,77.13930763405855
147,28.732325193340913,77.19748669084483
148,28.573869579729234,77.26995804797885
149,28.63789135566901,77.26347566486848
150,28.6398876978002,77.19819076474579
151,28.721876471650788,77.22455257843144
152,28.635235445844387,77.27098884079888
153,28.67880582726978,77.27000961697674
154,28.627220444438606,77.18954849023528
155,28.702314742051353,77.15758946269027
156,28.501129015828788,77.23473876853754
157,28.651464336286846,77.15628617914774
158,28.548415171664388,77.1445901458977
159,28.67936906106903,77.14119725720236
160,28.655383977651343,77.20076732160776
161,28.571912556191446,77.17535307425918
162,28.633939145774708,77.14778688184944
163,28.568219191644882,77.21332243980942
164,28.58769214099846,77.19925555670184
165,28.577478303781703,77.13781178339038
166,28.593958087392316,77.12152918692956
167,28.695559396995094,77.16275316930432
168,28.52861877488356,77.21412225454151
169,28.625930308916836,77.1379460428416
170,28.71666059918622,77.23995820506595
171,28.62965400942957,77.30054618702228
172,28.624637297376697,77.33308178210632
173,28.648480904743245,77.13947780549223
174,28.524819253828657,77.2113924287558
175,28.65250307330681,77.10957177073787
176,28.564220872995616,77.22300881490126
177,28.56981473676931,77.2200358281752
178,28.561781254398852,77.14949654202479
179,28.676007935692507,77.1865977360721
180,28.592807630457006,77.27698530070165
181,28.62215426034361,77.09114888353369
182,28.507028271377113,77.21084186879114
183,28.590501600705657,77.14099094810547
184,28.588481216866615,77.2400487161749
185,28.69461264808714,77.1232636116475
186,28.683872693797923,77.24537512543084
187,28.711708166992896,77.18462164376409
188,28.66193280541954,77.2687266880662
189,28.709086844321444,77.2490118347925
190,28.707750410686184,77.25511351222171
191,28.58129234300998,77.25406078729718
192,28.65858859345136,77.15139376804314
193,28.70011625860598,77.24131002719734
194,28.553008332399624,77.16576236781057
195,28.632245567501243,77.06640062966548
196,28.635695645206326,77.20043121412496
197,28.683573777782367,77.15430244835993
198,28.604944089839126,77.27940630047345
199,28.61222592864371,77.16772336080108
200,28.629946545077463,77.1204815819491
201,28.6664771639038,77.16043446972706
202,28.571417341059156,77.16845615462239
203,28.696974269237273,77.17002122546498
204,28.652551511281004,77.2730112219618
205,28.62270231388738,77.21330007960842
206,28.591371411711403,77.09770755307676
207,28.64631844924119,77.07573254688288
208,28.638517439866025,77.1672417297794
209,28.64977515454129,77.25787902654749
210,28.641945638694246,77.22567037521023
211,28.54058590822491,77.19982873993894
212,28.577623324414798,77.13617161452657
213,28.663732765227067,77.189473710643
214,28.695786602486965,77.16154181280993
215,28.558475837277555,77.24573829700053
216,28.523097905748866,77.27396612056758
217,28.59227151577305,77.21537827145308
218,28.68264546338961,77.1124598627038
219,28.68014547708838,77.20398894810336
220,28.69194597231508,77.14065067911267
221,28.638484630027623,77.07329597485173
222,28.683525017329814,77.19854042200753
223,28.67061535166916,77.09335866815462
224,28.608752932098966,77.24054411000002
225,28.54567735588754,77.15591393096913
226,28.64610226577564,77.20390270884776
227,28.70724308856669,77.23409027625205
228,28.489042228226424,77.207960688485
229,28.605310839411988,77.06855927538783
230,28.63206502294192,77.12892200278623
231,28.593034024826753,77.15180699440533
232,28.65609451346666,77.19471952144191
233,28.68483889146009,77.19196719666262
234,28.70416541587003,77.25942704717228
235,28.525863748724607,77.17354463854063
236,28.572152673546153,77.229465016403
237,28.554987485812944,77.13811937457398
238,28.66835080930067,77.25246052853198
239,28.583332994394144,77.22125104962964
240,28.63754611355448,77.1900753631225
241,28.608864626934928,77.12272239346949
242,28.532736325875835,77.16556661573019
